Couple	Alyssa	Anne	Justin	Jenny	Loc	Maggie	Raquel
527	2	6	6	7	7	5	7
532	1	1	1	3	2	1	1
536	5	4	7	5	5	6	6
540	7	5	5	4	1	7	2
547	6	3	4	2	6	4	4
548	3	2	2	1	4	2	3
558	4	7	3	6	3	3	5
