Couple	Alyssa	Anne	Justin	Jenny	Loc	Maggie	Raquel
526	2	2	3	1	1	1	1
528	3	5	4	2	6	4	4
529	4	6	5	5	4	5	6
533	5	3	2	3	3	3	3
534	1	1	1	4	2	2	2
557	6	4	6	6	5	6	5
