Couple	Alyssa	Anne	Justin	Jenny	Loc	Maggie	Raquel
524	1	6	6	5	7	3	3
526	4	2	2	1	2	4	6
528	2	1	1	2	1	1	1
529	6	5	7	7	6	6	5
533	3	4	3	3	4	5	4
537	5	3	4	4	3	2	2
543	7	7	8	6	8	8	8
557	8	8	5	8	5	7	7
