Couple	Alyssa	Anne	Justin	Jenny	Loc	Maggie	Raquel
531	6	3	2	6	6	3	1
532	3	1	1	5	2	1	3
544	4	4	3	3	3	5	4
548	1	2	4	1	1	6	2
566	2	6	5	4	5	4	6
570	5	5	6	2	4	2	5
