Couple	Alyssa	Anne	Justin	Jenny	Loc	Maggie	Raquel
531	5	4	4	4	5	2	4
532	2	3	3	2	2	3	1
567	4	2	2	3	3	4	3
569	1	1	1	1	1	1	2
570	3	5	5	5	4	5	5
