Couple	Alyssa	Anne	Justin	Jenny	Loc	Maggie	Raquel
523	6	5	5	6	7	6	6
527	5	4	4	4	4	4	1
532	3	2	2	3	1	2	4
536	2	3	3	2	3	3	2
548	1	1	1	1	2	1	5
558	4	6	7	5	6	5	7
564	7	7	6	7	5	7	3
