Couple	Alyssa	Anne	Justin	Jenny	Loc	Maggie	Raquel
531	6	3	6	5	3	1	1
532	1	1	2	4	2	4	2
544	2	4	3	3	4	6	4
548	3	2	1	2	1	3	3
566	5	5	4	1	5	5	5
570	4	6	5	6	6	2	6
