samba
Couple	1	1-2	1-3	1-4	1-5	1-6	result	average
200	1	3(5)	--	--	--	--	2	2.0
203	--	1	3	--	--	--	3	3.0
210	1	1	1	3	--	--	5	5.0
212	2	3(4)	--	--	--	--	1	1.0
223	--	1	1	1	1	5	6	6.0
226	1	1	2	4	--	--	4	4.0


rumba
Couple	1	1-2	1-3	1-4	1-5	1-6	result	average
200	2	4(6)	--	--	--	--	1	1.0
203	1	1	4	--	--	--	3	3.0
210	1	1	1	3(9)	--	--	4	4.0
212	1	4(7)	--	--	--	--	2	2.0
223	--	--	--	--	4	--	6	6.0
226	--	--	1	3(11)	--	--	5	5.0


cha
Couple	1	1-2	1-3	1-4	1-5	1-6	result	average
200	--	--	4	--	--	--	3	3.0
203	--	5	--	--	--	--	2	2.0
210	--	--	--	2	5	--	5	5.0
212	5	--	--	--	--	--	1	1.0
223	--	--	1	1	2	5	6	6.0
226	--	--	--	3	--	--	4	4.0


Couple	samba	rumba	cha	Total	Final Place
200	2.0	1.0	3.0	6.0	2
203	3.0	3.0	2.0	8.0	3
210	5.0	4.0	5.0	14.0	5
212	1.0	2.0	1.0	4.0	1
223	6.0	6.0	6.0	18.0	6
226	4.0	5.0	4.0	13.0	4


Results to Read
212	1
200	2
203	3
226	4
210	5
223	6
